ts,voltage,current,power,readable_time
1762942689,232.7,0.122,13.0,2025-11-12 04:18:09 PM
1762942707,232.7,0.122,13.0,2025-11-12 04:18:27 PM
1762942725,230.1,0.13,12.7,2025-11-12 04:18:45 PM
1762942743,230.1,0.13,12.7,2025-11-12 04:19:03 PM
1762942762,230.1,0.13,12.7,2025-11-12 04:19:22 PM
1762942780,230.1,0.13,12.7,2025-11-12 04:19:40 PM
1762942799,230.1,0.13,12.7,2025-11-12 04:19:59 PM
1762942817,230.1,0.13,12.7,2025-11-12 04:20:17 PM
1762942835,230.1,0.13,12.7,2025-11-12 04:20:35 PM
1762942853,230.1,0.13,12.7,2025-11-12 04:20:53 PM
1762942871,230.1,0.13,12.7,2025-11-12 04:21:11 PM
1762942890,230.1,0.13,12.7,2025-11-12 04:21:30 PM
1762942908,231.4,0.144,15.7,2025-11-12 04:21:48 PM
1762942926,231.4,0.144,15.7,2025-11-12 04:22:06 PM
1762942943,231.8,0.177,19.8,2025-11-12 04:22:23 PM
1762942961,231.8,0.177,19.8,2025-11-12 04:22:41 PM
1762942979,231.4,0.261,32.9,2025-11-12 04:22:59 PM
1762942997,231.4,0.261,32.9,2025-11-12 04:23:17 PM
1762943015,231.4,0.188,20.3,2025-11-12 04:23:35 PM
1762943033,231.4,0.188,20.3,2025-11-12 04:23:53 PM
1762943051,231.4,0.129,11.4,2025-11-12 04:24:11 PM
1762943069,231.4,0.129,11.4,2025-11-12 04:24:29 PM
1762943087,230.1,0.157,13.7,2025-11-12 04:24:47 PM
1762943105,230.1,0.157,13.7,2025-11-12 04:25:05 PM
1762943123,230.1,0.157,13.7,2025-11-12 04:25:23 PM
1762943141,229.7,0.123,11.0,2025-11-12 04:25:41 PM
1762943159,229.7,0.123,11.0,2025-11-12 04:25:59 PM
1762943176,229.7,0.123,11.0,2025-11-12 04:26:16 PM
1762943194,229.7,0.123,11.0,2025-11-12 04:26:34 PM
1762943212,229.7,0.123,11.0,2025-11-12 04:26:52 PM
1762943231,229.7,0.123,11.0,2025-11-12 04:27:11 PM
1762943248,229.7,0.123,11.0,2025-11-12 04:27:28 PM
1762943266,231.0,0.119,8.9,2025-11-12 04:27:46 PM
1762943284,231.0,0.127,11.7,2025-11-12 04:28:04 PM
1762943302,231.0,0.127,11.7,2025-11-12 04:28:22 PM
1762943320,230.1,0.141,12.7,2025-11-12 04:28:40 PM
1762943338,230.1,0.141,12.7,2025-11-12 04:28:58 PM
1762943356,230.1,0.141,12.7,2025-11-12 04:29:16 PM
1762943374,230.1,0.141,12.7,2025-11-12 04:29:34 PM
1762943392,230.1,0.141,12.7,2025-11-12 04:29:52 PM
1762943410,230.5,0.132,13.7,2025-11-12 04:30:10 PM
1762943428,230.5,0.132,13.7,2025-11-12 04:30:28 PM
1762943446,230.5,0.132,13.7,2025-11-12 04:30:46 PM
1762943464,229.7,0.148,14.1,2025-11-12 04:31:04 PM
1762943481,229.7,0.13,10.4,2025-11-12 04:31:21 PM
1762943499,229.7,0.13,10.4,2025-11-12 04:31:39 PM
1762943517,229.7,0.114,9.5,2025-11-12 04:31:57 PM
1762943535,229.7,0.114,9.5,2025-11-12 04:32:15 PM
1762943552,229.7,0.114,9.5,2025-11-12 04:32:32 PM
1762943570,229.7,0.114,9.5,2025-11-12 04:32:50 PM
1762943588,229.3,0.114,6.3,2025-11-12 04:33:08 PM
1762943606,229.3,0.114,6.3,2025-11-12 04:33:26 PM
1762943623,230.1,0.188,21.5,2025-11-12 04:33:43 PM
1762943641,230.1,0.188,21.5,2025-11-12 04:34:01 PM
1762943658,230.1,0.188,21.5,2025-11-12 04:34:18 PM
1762943677,230.1,0.188,21.5,2025-11-12 04:34:37 PM
1762943694,230.1,0.094,6.9,2025-11-12 04:34:54 PM
1762943712,230.1,0.094,6.9,2025-11-12 04:35:12 PM
1762943729,229.7,0.098,10.7,2025-11-12 04:35:29 PM
1762943747,229.7,0.108,8.4,2025-11-12 04:35:47 PM
1762943764,229.7,0.108,8.4,2025-11-12 04:36:04 PM
1762943782,229.3,0.101,7.4,2025-11-12 04:36:22 PM
1762943800,229.3,0.101,7.4,2025-11-12 04:36:40 PM
1762943817,230.5,0.099,7.1,2025-11-12 04:36:57 PM
1762943836,230.5,0.099,7.1,2025-11-12 04:37:16 PM
1762943853,230.5,0.099,7.1,2025-11-12 04:37:33 PM
1762943871,230.5,0.099,7.1,2025-11-12 04:37:51 PM
1762943889,230.5,0.099,7.1,2025-11-12 04:38:09 PM
1762943906,230.5,0.099,7.1,2025-11-12 04:38:26 PM
1762943924,230.5,0.099,7.1,2025-11-12 04:38:44 PM
1762943942,230.5,0.099,7.1,2025-11-12 04:39:02 PM
1762943959,230.5,0.099,7.1,2025-11-12 04:39:19 PM
1762943977,230.5,0.099,7.1,2025-11-12 04:39:37 PM
1762943995,230.5,0.099,7.1,2025-11-12 04:39:55 PM
1762944014,231.4,0.169,19.5,2025-11-12 04:40:14 PM
1762944032,231.4,0.169,19.5,2025-11-12 04:40:32 PM
1762944050,231.4,0.169,19.5,2025-11-12 04:40:50 PM
1762944068,231.4,0.169,19.5,2025-11-12 04:41:08 PM
1762944086,231.4,0.169,19.5,2025-11-12 04:41:26 PM
1762944104,231.4,0.169,19.5,2025-11-12 04:41:44 PM
1762944122,231.4,0.169,19.5,2025-11-12 04:42:02 PM
1762944141,231.4,0.169,19.5,2025-11-12 04:42:21 PM
1762944158,231.4,0.169,19.5,2025-11-12 04:42:38 PM
1762944177,231.4,0.169,19.5,2025-11-12 04:42:57 PM
1762944195,231.4,0.169,19.5,2025-11-12 04:43:15 PM
1762944213,231.4,0.169,19.5,2025-11-12 04:43:33 PM
1762944231,231.4,0.169,19.5,2025-11-12 04:43:51 PM
1762944249,231.8,0.142,12.3,2025-11-12 04:44:09 PM
1762944267,231.8,0.142,12.3,2025-11-12 04:44:27 PM
1762944285,232.2,0.105,7.0,2025-11-12 04:44:45 PM
1762944305,232.2,0.105,7.0,2025-11-12 04:45:05 PM
1762944323,232.2,0.253,28.4,2025-11-12 04:45:23 PM
1762944341,232.2,0.094,7.8,2025-11-12 04:45:41 PM
1762944359,232.2,0.094,7.8,2025-11-12 04:45:59 PM
1762944376,233.1,0.167,11.5,2025-11-12 04:46:16 PM
1762944394,233.1,0.167,11.5,2025-11-12 04:46:34 PM
1762944412,233.1,0.107,10.3,2025-11-12 04:46:52 PM
1762944430,233.5,0.108,11.3,2025-11-12 04:47:10 PM
1762944448,234.0,0.111,8.6,2025-11-12 04:47:28 PM
1762944466,234.0,0.111,8.6,2025-11-12 04:47:46 PM
1762944484,234.0,0.111,8.6,2025-11-12 04:48:04 PM
1762944501,234.0,0.111,8.6,2025-11-12 04:48:21 PM
1762944519,234.0,0.111,8.6,2025-11-12 04:48:39 PM
1762944537,234.0,0.111,8.6,2025-11-12 04:48:57 PM
1762944556,234.0,0.111,8.6,2025-11-12 04:49:16 PM
1762944574,234.0,0.111,8.6,2025-11-12 04:49:34 PM
1762944592,233.5,0.205,22.1,2025-11-12 04:49:52 PM
1762944610,232.7,0.16,16.8,2025-11-12 04:50:10 PM
1762944628,232.7,0.16,16.8,2025-11-12 04:50:28 PM
1762944646,233.1,0.101,6.9,2025-11-12 04:50:46 PM
1762944663,233.1,0.101,6.9,2025-11-12 04:51:03 PM
1762944681,233.1,0.101,6.9,2025-11-12 04:51:21 PM
1762944699,233.1,0.101,6.9,2025-11-12 04:51:39 PM
1762944717,233.1,0.101,6.9,2025-11-12 04:51:57 PM
1762944736,233.1,0.101,6.9,2025-11-12 04:52:16 PM
1762944754,233.1,0.101,6.9,2025-11-12 04:52:34 PM
1762944772,232.2,0.148,10.8,2025-11-12 04:52:52 PM
1762944790,232.2,0.148,10.8,2025-11-12 04:53:10 PM
1762944808,232.2,0.148,10.8,2025-11-12 04:53:28 PM
1762944827,233.1,0.266,27.1,2025-11-12 04:53:47 PM
1762944845,233.1,0.266,27.1,2025-11-12 04:54:05 PM
1762944863,234.0,0.13,12.7,2025-11-12 04:54:23 PM
1762944880,234.0,0.13,12.7,2025-11-12 04:54:40 PM
1762944899,234.0,0.13,12.7,2025-11-12 04:54:59 PM
1762944917,234.0,0.13,12.7,2025-11-12 04:55:17 PM
1762944935,234.0,0.13,12.7,2025-11-12 04:55:35 PM
1762944953,234.0,0.13,12.7,2025-11-12 04:55:53 PM
1762944971,234.0,0.13,12.7,2025-11-12 04:56:11 PM
1762944988,234.0,0.13,12.7,2025-11-12 04:56:28 PM
1762945006,234.0,0.13,12.7,2025-11-12 04:56:46 PM
1762945024,234.4,0.137,12.0,2025-11-12 04:57:04 PM
1762945042,234.4,0.137,12.0,2025-11-12 04:57:22 PM
1762945060,235.3,0.155,17.8,2025-11-12 04:57:40 PM
1762945078,234.9,0.157,12.8,2025-11-12 04:57:58 PM
1762945096,234.9,0.157,12.8,2025-11-12 04:58:16 PM
1762945113,235.3,0.114,9.8,2025-11-12 04:58:33 PM
1762945132,235.3,0.114,9.8,2025-11-12 04:58:52 PM
1762945149,235.3,0.131,11.2,2025-11-12 04:59:09 PM
1762945167,235.3,0.134,10.0,2025-11-12 04:59:27 PM
1762945185,235.3,0.134,10.0,2025-11-12 04:59:45 PM
1762945203,235.3,0.134,10.0,2025-11-12 05:00:03 PM
1762945221,235.3,0.134,10.0,2025-11-12 05:00:21 PM
1762945239,235.3,0.134,10.0,2025-11-12 05:00:39 PM
1762945259,234.9,0.116,9.5,2025-11-12 05:00:59 PM
1762945277,234.9,0.116,9.5,2025-11-12 05:01:17 PM
1762945296,234.9,0.116,9.5,2025-11-12 05:01:36 PM
1762945314,234.9,0.116,9.5,2025-11-12 05:01:54 PM
1762945332,234.4,0.106,10.8,2025-11-12 05:02:12 PM
1762945350,234.4,0.106,10.8,2025-11-12 05:02:30 PM
1762945368,234.4,0.109,13.4,2025-11-12 05:02:48 PM
1762945386,234.4,0.109,13.4,2025-11-12 05:03:06 PM
1762945404,234.4,0.109,13.4,2025-11-12 05:03:24 PM
1762945423,234.4,0.109,13.4,2025-11-12 05:03:43 PM
1762945443,234.4,0.199,31.8,2025-11-12 05:04:03 PM
1762945461,235.8,0.234,33.7,2025-11-12 05:04:21 PM
1762945480,235.8,0.234,33.7,2025-11-12 05:04:40 PM
1762945497,236.2,0.23,39.1,2025-11-12 05:04:57 PM
1762945515,236.2,0.234,27.8,2025-11-12 05:05:15 PM
1762945533,236.2,0.234,27.8,2025-11-12 05:05:33 PM
1762945551,236.2,0.234,27.8,2025-11-12 05:05:51 PM
1762945568,236.6,0.136,13.0,2025-11-12 05:06:08 PM
1762945586,236.6,0.136,13.0,2025-11-12 05:06:26 PM
1762945603,236.6,0.136,13.0,2025-11-12 05:06:43 PM
1762945621,236.6,0.136,13.0,2025-11-12 05:07:01 PM
1762945639,236.6,0.136,13.0,2025-11-12 05:07:19 PM
1762945656,236.6,0.136,13.0,2025-11-12 05:07:36 PM
1762945674,236.6,0.136,13.0,2025-11-12 05:07:54 PM
1762945692,236.6,0.136,13.0,2025-11-12 05:08:12 PM
1762945709,236.6,0.136,13.0,2025-11-12 05:08:29 PM
1762945727,236.6,0.136,13.0,2025-11-12 05:08:47 PM
1762945744,236.6,0.136,13.0,2025-11-12 05:09:04 PM
1762945762,236.6,0.136,13.0,2025-11-12 05:09:22 PM
1762945780,236.6,0.136,13.0,2025-11-12 05:09:40 PM
1762945797,236.6,0.136,13.0,2025-11-12 05:09:57 PM
1762945815,236.6,0.136,13.0,2025-11-12 05:10:15 PM
1762945832,236.6,0.136,13.0,2025-11-12 05:10:32 PM
1762945850,236.6,0.136,13.0,2025-11-12 05:10:50 PM
1762945868,236.6,0.136,13.0,2025-11-12 05:11:08 PM
1762945885,235.3,0.134,15.4,2025-11-12 05:11:25 PM
1762945903,235.3,0.134,15.4,2025-11-12 05:11:43 PM
1762945921,235.3,0.134,15.4,2025-11-12 05:12:01 PM
1762945939,235.3,0.134,15.4,2025-11-12 05:12:19 PM
1762945957,235.3,0.134,15.4,2025-11-12 05:12:37 PM
1762945975,235.3,0.134,15.4,2025-11-12 05:12:55 PM
1762945993,235.3,0.134,15.4,2025-11-12 05:13:13 PM
1762946010,234.0,0.139,16.3,2025-11-12 05:13:30 PM
1762946028,234.0,0.139,16.3,2025-11-12 05:13:48 PM
1762946046,234.0,0.139,16.3,2025-11-12 05:14:06 PM
1762946064,234.0,0.139,16.3,2025-11-12 05:14:24 PM
1762946081,234.0,0.139,16.3,2025-11-12 05:14:41 PM
1762946099,234.0,0.139,16.3,2025-11-12 05:14:59 PM
1762946117,234.0,0.139,16.3,2025-11-12 05:15:17 PM
1762946135,234.0,0.139,16.3,2025-11-12 05:15:35 PM
1762946152,233.1,0.179,15.7,2025-11-12 05:15:52 PM
1762946170,233.1,0.175,19.3,2025-11-12 05:16:10 PM
1762946188,233.1,0.175,19.3,2025-11-12 05:16:28 PM
1762946205,233.1,0.175,19.3,2025-11-12 05:16:45 PM
1762946223,231.8,0.158,15.5,2025-11-12 05:17:03 PM
1762946240,231.8,0.158,15.5,2025-11-12 05:17:20 PM
1762946258,231.8,0.158,15.5,2025-11-12 05:17:38 PM
1762946276,231.8,0.158,15.5,2025-11-12 05:17:56 PM
1762946293,231.8,0.158,15.5,2025-11-12 05:18:13 PM
1762946311,231.8,0.158,15.5,2025-11-12 05:18:31 PM
1762946329,232.2,0.175,19.6,2025-11-12 05:18:49 PM
1762946346,232.2,0.175,19.6,2025-11-12 05:19:06 PM
1762946364,232.7,0.185,18.9,2025-11-12 05:19:24 PM
1762946381,232.7,0.185,18.9,2025-11-12 05:19:41 PM
1762946399,232.7,0.158,13.3,2025-11-12 05:19:59 PM
1762946416,232.7,0.158,13.3,2025-11-12 05:20:16 PM
1762946434,232.7,0.191,24.6,2025-11-12 05:20:34 PM
1762946452,232.7,0.191,24.6,2025-11-12 05:20:52 PM
1762946469,231.8,0.132,11.8,2025-11-12 05:21:09 PM
1762946487,231.8,0.132,11.8,2025-11-12 05:21:27 PM
1762946505,231.8,0.132,11.8,2025-11-12 05:21:45 PM
1762946523,231.8,0.132,11.8,2025-11-12 05:22:03 PM
1762946540,233.1,0.238,25.5,2025-11-12 05:22:20 PM
1762946558,233.1,0.238,25.5,2025-11-12 05:22:38 PM
1762946576,232.7,0.237,36.0,2025-11-12 05:22:56 PM
1762946594,232.7,0.237,36.0,2025-11-12 05:23:14 PM
1762946612,233.5,0.226,24.9,2025-11-12 05:23:32 PM
1762946629,233.5,0.226,24.9,2025-11-12 05:23:49 PM
1762946647,235.3,0.15,13.1,2025-11-12 05:24:07 PM
1762946665,235.3,0.15,13.1,2025-11-12 05:24:25 PM
1762946683,235.3,0.15,13.1,2025-11-12 05:24:43 PM
1762946700,235.3,0.15,13.1,2025-11-12 05:25:00 PM
1762946719,235.3,0.15,13.1,2025-11-12 05:25:19 PM
1762946736,235.3,0.15,13.1,2025-11-12 05:25:36 PM
1762946756,235.3,0.15,13.1,2025-11-12 05:25:56 PM
1762946774,235.3,0.15,13.1,2025-11-12 05:26:14 PM
1762946792,235.3,0.15,13.1,2025-11-12 05:26:32 PM
1762946809,234.0,0.224,23.4,2025-11-12 05:26:49 PM
1762946827,234.0,0.224,23.4,2025-11-12 05:27:07 PM
1762946845,234.0,0.154,15.6,2025-11-12 05:27:25 PM
1762946862,234.0,0.154,15.6,2025-11-12 05:27:42 PM
1762946880,234.0,0.154,15.6,2025-11-12 05:28:00 PM
1762946898,234.0,0.154,15.6,2025-11-12 05:28:18 PM
1762946916,234.0,0.154,15.6,2025-11-12 05:28:36 PM
1762946934,234.0,0.154,15.6,2025-11-12 05:28:54 PM
1762946952,234.0,0.154,15.6,2025-11-12 05:29:12 PM
1762946969,234.0,0.154,15.6,2025-11-12 05:29:29 PM
1762946987,234.0,0.154,15.6,2025-11-12 05:29:47 PM
1762947005,234.0,0.154,15.6,2025-11-12 05:30:05 PM
1762947023,234.0,0.154,15.6,2025-11-12 05:30:23 PM
1762947040,234.0,0.154,15.6,2025-11-12 05:30:40 PM
1762947058,234.0,0.154,15.6,2025-11-12 05:30:58 PM
1762947076,234.0,0.154,15.6,2025-11-12 05:31:16 PM
1762947093,232.7,0.176,23.6,2025-11-12 05:31:33 PM
1762947111,232.7,0.176,23.6,2025-11-12 05:31:51 PM
1762947128,232.7,0.149,10.9,2025-11-12 05:32:08 PM
1762947146,233.1,0.173,17.5,2025-11-12 05:32:26 PM
1762947164,233.1,0.173,17.5,2025-11-12 05:32:44 PM
1762947181,233.5,0.179,13.0,2025-11-12 05:33:01 PM
1762947199,233.5,0.179,13.0,2025-11-12 05:33:19 PM
1762947217,233.5,0.179,13.0,2025-11-12 05:33:37 PM
1762947234,233.5,0.179,13.0,2025-11-12 05:33:54 PM
1762947252,233.5,0.179,13.0,2025-11-12 05:34:12 PM
1762947269,232.2,0.129,11.6,2025-11-12 05:34:29 PM
1762947287,232.2,0.129,11.6,2025-11-12 05:34:47 PM
1762947305,232.2,0.129,11.6,2025-11-12 05:35:05 PM
1762947322,232.2,0.129,11.6,2025-11-12 05:35:22 PM
1762947340,232.7,0.135,12.2,2025-11-12 05:35:40 PM
1762947357,232.7,0.135,12.2,2025-11-12 05:35:57 PM
1762947375,232.7,0.135,12.2,2025-11-12 05:36:15 PM
1762947393,232.7,0.135,12.2,2025-11-12 05:36:33 PM
1762947410,231.0,0.181,13.4,2025-11-12 05:36:50 PM
1762947428,231.0,0.181,13.4,2025-11-12 05:37:08 PM
1762947445,231.4,0.139,13.9,2025-11-12 05:37:25 PM
1762947463,231.4,0.139,13.9,2025-11-12 05:37:43 PM
1762947480,231.8,0.141,11.9,2025-11-12 05:38:00 PM
1762947498,231.8,0.141,11.9,2025-11-12 05:38:18 PM
1762947515,231.8,0.141,11.9,2025-11-12 05:38:35 PM
1762947533,231.8,0.141,11.9,2025-11-12 05:38:53 PM
1762947550,231.8,0.141,11.9,2025-11-12 05:39:10 PM
1762947568,231.8,0.141,11.9,2025-11-12 05:39:28 PM
1762947585,231.8,0.141,11.9,2025-11-12 05:39:45 PM
1762947603,231.8,0.141,11.9,2025-11-12 05:40:03 PM
1762947621,231.8,0.141,11.9,2025-11-12 05:40:21 PM
1762947638,231.8,0.141,11.9,2025-11-12 05:40:38 PM
1762947656,231.8,0.141,11.9,2025-11-12 05:40:56 PM
1762947674,231.8,0.141,11.9,2025-11-12 05:41:14 PM
1762947692,231.8,0.141,11.9,2025-11-12 05:41:32 PM
1762947710,231.8,0.141,11.9,2025-11-12 05:41:50 PM
1762947727,231.8,0.141,11.9,2025-11-12 05:42:07 PM
1762947745,231.8,0.141,11.9,2025-11-12 05:42:25 PM
1762947762,231.8,0.141,11.9,2025-11-12 05:42:42 PM
1762947780,231.8,0.141,11.9,2025-11-12 05:43:00 PM
1762947798,231.8,0.141,11.9,2025-11-12 05:43:18 PM
1762947815,231.8,0.141,11.9,2025-11-12 05:43:35 PM
1762947833,231.8,0.141,11.9,2025-11-12 05:43:53 PM
1762947850,231.8,0.141,11.9,2025-11-12 05:44:10 PM
1762947868,231.8,0.141,11.9,2025-11-12 05:44:28 PM
1762947886,231.8,0.141,11.9,2025-11-12 05:44:46 PM
1762947904,231.8,0.141,11.9,2025-11-12 05:45:04 PM
1762947921,231.8,0.141,11.9,2025-11-12 05:45:21 PM
1762947939,231.8,0.141,11.9,2025-11-12 05:45:39 PM
1762947956,231.8,0.141,11.9,2025-11-12 05:45:56 PM
1762947974,231.8,0.141,11.9,2025-11-12 05:46:14 PM
1762947992,231.8,0.141,11.9,2025-11-12 05:46:32 PM
1762948009,231.8,0.141,11.9,2025-11-12 05:46:49 PM
1762948027,231.8,0.137,13.3,2025-11-12 05:47:07 PM
1762948044,231.8,0.137,13.3,2025-11-12 05:47:24 PM
1762948062,231.8,0.137,13.3,2025-11-12 05:47:42 PM
1762948080,231.8,0.137,13.3,2025-11-12 05:48:00 PM
1762948097,234.0,0.155,14.3,2025-11-12 05:48:17 PM
1762948115,234.0,0.155,14.3,2025-11-12 05:48:35 PM
1762948132,233.1,0.157,10.6,2025-11-12 05:48:52 PM
1762948150,233.1,0.157,10.6,2025-11-12 05:49:10 PM
1762948167,233.1,0.157,10.6,2025-11-12 05:49:27 PM
1762948185,233.1,0.157,10.6,2025-11-12 05:49:45 PM
1762948202,233.5,0.129,12.3,2025-11-12 05:50:02 PM
1762948220,233.5,0.129,12.3,2025-11-12 05:50:20 PM
1762948237,233.5,0.129,12.3,2025-11-12 05:50:37 PM
1762948255,233.5,0.129,12.3,2025-11-12 05:50:55 PM
1762948273,233.5,0.129,12.3,2025-11-12 05:51:13 PM
1762948291,233.5,0.129,12.3,2025-11-12 05:51:31 PM
1762948308,233.5,0.129,12.3,2025-11-12 05:51:48 PM
1762948326,233.5,0.129,12.3,2025-11-12 05:52:06 PM
1762948343,233.5,0.129,12.3,2025-11-12 05:52:23 PM
1762948361,233.5,0.129,12.3,2025-11-12 05:52:41 PM
1762948379,233.5,0.129,12.3,2025-11-12 05:52:59 PM
1762948396,233.5,0.129,12.3,2025-11-12 05:53:16 PM
1762948414,233.5,0.129,12.3,2025-11-12 05:53:34 PM
1762948432,233.5,0.129,12.3,2025-11-12 05:53:52 PM
1762948449,233.5,0.129,12.3,2025-11-12 05:54:09 PM
1762948467,233.5,0.129,12.3,2025-11-12 05:54:27 PM
1762948484,233.5,0.129,12.3,2025-11-12 05:54:44 PM
1762948502,233.5,0.129,12.3,2025-11-12 05:55:02 PM
1762948520,233.5,0.129,12.3,2025-11-12 05:55:20 PM
1762948537,233.5,0.129,12.3,2025-11-12 05:55:37 PM
1762948555,233.5,0.129,12.3,2025-11-12 05:55:55 PM
1762948574,233.5,0.129,12.3,2025-11-12 05:56:14 PM
1762948592,233.5,0.129,12.3,2025-11-12 05:56:32 PM
1762948610,233.5,0.129,12.3,2025-11-12 05:56:50 PM
1762948628,233.5,0.129,12.3,2025-11-12 05:57:08 PM
1762948663,233.5,0.129,12.3,2025-11-12 05:57:43 PM
1762948681,231.4,0.1,8.6,2025-11-12 05:58:01 PM
1762948698,231.4,0.1,8.6,2025-11-12 05:58:18 PM
1762948716,232.2,0.137,10.1,2025-11-12 05:58:36 PM
1762948734,232.2,0.137,10.1,2025-11-12 05:58:54 PM
1762948751,232.2,0.137,10.1,2025-11-12 05:59:11 PM
1762948769,232.2,0.137,10.1,2025-11-12 05:59:29 PM
1762948786,232.2,0.137,10.1,2025-11-12 05:59:46 PM
1762948804,232.2,0.137,10.1,2025-11-12 06:00:04 PM
1762948821,232.2,0.137,10.1,2025-11-12 06:00:21 PM
1762948839,231.8,0.107,9.9,2025-11-12 06:00:39 PM
1762948857,231.8,0.107,9.9,2025-11-12 06:00:57 PM
1762948875,231.0,0.094,6.8,2025-11-12 06:01:15 PM
1762948892,231.0,0.094,6.8,2025-11-12 06:01:32 PM
1762948910,231.8,0.346,36.9,2025-11-12 06:01:50 PM
1762948927,231.8,0.235,20.4,2025-11-12 06:02:07 PM
1762948945,231.8,0.235,20.4,2025-11-12 06:02:25 PM
1762948963,231.8,0.189,27.3,2025-11-12 06:02:43 PM
1762948981,232.2,0.105,18.5,2025-11-12 06:03:01 PM
1762948999,232.2,0.186,26.6,2025-11-12 06:03:19 PM
1762949017,232.2,0.186,26.6,2025-11-12 06:03:37 PM
1762949035,231.8,0.213,21.1,2025-11-12 06:03:55 PM
1762949054,231.8,0.318,33.7,2025-11-12 06:04:14 PM
1762949072,231.8,0.318,33.7,2025-11-12 06:04:32 PM
1762949089,232.2,0.202,22.6,2025-11-12 06:04:49 PM
1762949107,232.2,0.097,11.0,2025-11-12 06:05:07 PM
1762949125,233.1,0.1,7.3,2025-11-12 06:05:25 PM
1762949143,233.1,0.1,7.3,2025-11-12 06:05:43 PM
1762949161,233.1,0.1,7.3,2025-11-12 06:06:01 PM
1762949179,233.1,0.1,7.3,2025-11-12 06:06:19 PM
1762949197,233.1,0.1,7.3,2025-11-12 06:06:37 PM
1762949214,231.4,0.157,11.1,2025-11-12 06:06:54 PM
1762949232,231.4,0.157,11.1,2025-11-12 06:07:12 PM
1762949250,231.4,0.157,11.1,2025-11-12 06:07:30 PM
1762949268,231.4,0.157,11.1,2025-11-12 06:07:48 PM
1762949286,231.4,0.157,11.1,2025-11-12 06:08:06 PM
1762949304,231.4,0.157,11.1,2025-11-12 06:08:24 PM
1762949323,231.4,0.157,11.1,2025-11-12 06:08:43 PM
1762949341,231.4,0.157,11.1,2025-11-12 06:09:01 PM
1762949359,231.4,0.157,11.1,2025-11-12 06:09:19 PM
1762949377,231.4,0.109,10.8,2025-11-12 06:09:37 PM
1762949394,231.4,0.109,10.8,2025-11-12 06:09:54 PM
1762949412,232.7,0.1,9.7,2025-11-12 06:10:12 PM
1762949430,232.7,0.1,9.7,2025-11-12 06:10:30 PM
1762949448,231.0,0.11,12.7,2025-11-12 06:10:48 PM
1762949466,231.0,0.11,12.7,2025-11-12 06:11:06 PM
1762949484,231.0,0.11,12.7,2025-11-12 06:11:24 PM
1762949501,231.0,0.11,12.7,2025-11-12 06:11:41 PM
1762949521,231.0,0.11,12.7,2025-11-12 06:12:01 PM
1762949539,231.0,0.11,12.7,2025-11-12 06:12:19 PM
1762949556,231.0,0.11,12.7,2025-11-12 06:12:36 PM
1762949574,231.0,0.11,12.7,2025-11-12 06:12:54 PM
1762949592,231.0,0.11,12.7,2025-11-12 06:13:12 PM
1762949610,231.0,0.135,11.7,2025-11-12 06:13:30 PM
1762949628,231.0,0.135,11.7,2025-11-12 06:13:48 PM
1762949646,231.0,0.135,11.7,2025-11-12 06:14:06 PM
1762949663,231.0,0.135,11.7,2025-11-12 06:14:23 PM
1762949681,231.0,0.135,11.7,2025-11-12 06:14:41 PM
1762949698,231.0,0.135,11.7,2025-11-12 06:14:58 PM
1762949716,232.7,0.102,7.9,2025-11-12 06:15:16 PM
1762949734,232.7,0.102,7.9,2025-11-12 06:15:34 PM
1762949751,232.7,0.102,7.9,2025-11-12 06:15:51 PM
1762949769,232.7,0.102,7.9,2025-11-12 06:16:09 PM
1762949786,232.7,0.102,7.9,2025-11-12 06:16:26 PM
1762949804,232.7,0.102,7.9,2025-11-12 06:16:44 PM
1762949821,232.2,0.097,6.6,2025-11-12 06:17:01 PM
1762949839,232.2,0.097,6.6,2025-11-12 06:17:19 PM
1762949857,231.8,0.177,12.5,2025-11-12 06:17:37 PM
1762949875,231.8,0.177,12.5,2025-11-12 06:17:55 PM
1762949893,231.8,0.177,12.5,2025-11-12 06:18:13 PM
1762949910,231.8,0.177,12.5,2025-11-12 06:18:30 PM
1762949928,230.5,0.135,10.8,2025-11-12 06:18:48 PM
1762949946,230.5,0.135,10.8,2025-11-12 06:19:06 PM
1762949964,230.5,0.135,10.8,2025-11-12 06:19:24 PM
1762949982,231.0,0.14,10.8,2025-11-12 06:19:42 PM
1762950000,231.0,0.14,10.8,2025-11-12 06:20:00 PM
1762950017,233.1,0.144,14.0,2025-11-12 06:20:17 PM
1762950035,232.7,0.128,22.6,2025-11-12 06:20:35 PM
1762950053,232.7,0.128,22.6,2025-11-12 06:20:53 PM
1762950071,232.7,0.151,12.2,2025-11-12 06:21:11 PM
1762950089,232.7,0.151,12.2,2025-11-12 06:21:29 PM
1762950107,232.7,0.151,12.2,2025-11-12 06:21:47 PM
1762950125,232.7,0.151,12.2,2025-11-12 06:22:05 PM
1762950142,232.7,0.151,12.2,2025-11-12 06:22:22 PM
1762950160,232.7,0.151,12.2,2025-11-12 06:22:40 PM
1762950178,232.7,0.151,12.2,2025-11-12 06:22:58 PM
1762950196,231.8,0.158,8.2,2025-11-12 06:23:16 PM
1762950215,231.4,0.107,7.0,2025-11-12 06:23:35 PM
1762950233,231.4,0.107,7.0,2025-11-12 06:23:53 PM
